,PC1,PC2,PC3,PC4
0,3.348438167530334,0.5689261749751795,2.7273856536966274,-0.22377670540358374
1,3.2285954479207923,1.1973346502359372,1.9989041668099934,-0.377154257281584
2,3.2374683276213823,0.9525800098415622,1.7465778962915066,-0.4727906351361584
3,1.672560552829024,1.600582973352699,-2.8565515001582207,-0.4383638099902961
4,3.348438167530334,0.5689261749751795,2.7273856536966274,-0.22377670540358374
5,3.1522362544713647,0.5562736366443286,2.6810834592317714,-0.1631894635719987
6,2.283059706417177,0.5389810373492581,1.7640092870137316,-1.202350360311213
7,2.5649906021194555,-1.1040804182407276,1.6397488503714788,0.035228259386701266
8,2.867851722370597,-0.23133255428784832,1.1605658095311124,0.35262635551857124
9,1.8165508562507948,1.1837211913646635,0.2499051850640818,0.8902952326922408
10,2.2738899284055623,0.622397889523258,1.944186186559865,-0.6818670812612118
11,1.8165508562507948,1.1837211913646635,0.2499051850640818,0.8902952326922408
12,2.5220525539713834,-0.628522756366628,3.3556683586070286,0.12063329056449157
13,5.033748633826276,2.2172848353018466,-0.5386276575202733,3.191228229264922
14,2.338269428000993,3.266618788365176,0.4474260917324502,1.4594114728341032
15,2.380135605837447,3.269597028430808,0.3849660849110638,1.6541345635689724
16,0.9308662340280756,0.5722747569643136,-2.050901015832133,1.9627117277050696
17,6.0890215269862065,4.035740771020635,-1.049494196679691,2.9989230616635987
18,2.86579268094121,1.2972604225937034,2.348644882809851,-1.3369123825519578
19,4.374016049300238,3.5015202426879437,-2.5423446133781287,2.6614753687259505
20,1.032349638593624,0.7859193304885426,-1.0532049431857435,0.4176092850737776
21,1.9838853815688868,0.9759912298478606,0.8821340106502465,0.7778179678268509
22,3.1085715366245514,1.257834353830518,-0.10210765958465111,0.38916349058646205
23,2.2358834978660633,1.042134187184093,0.7289416536757513,-1.2773947814359592
24,2.068362017715937,0.08197952738638245,1.2025262296295285,0.8233382247746459
25,2.091253220746898,0.05144040873509059,1.4650355567892897,-0.5291643227612381
26,2.5711516822875073,0.4886364805058925,0.44274150176359306,-0.7997681861505412
27,3.1085715366245514,1.257834353830518,-0.10210765958465111,0.38916349058646205
28,3.1785015869216973,0.4858279059440933,2.7655598147039417,-0.3097930846241582
29,3.3339379824624715,-0.012917821783999778,1.6370529614477856,-0.06924566958057221
30,2.3417127018441457,0.25369396100920266,2.2225874713594926,-0.4208468001564341
31,3.023019125437535,-0.20050985253016218,2.2082179986575565,0.6392737050181558
32,2.3195941012169627,1.166386891723419,0.9359203463376107,-0.5956159676382299
33,0.9695667672862837,1.4061142643922762,2.234405528237538,1.0102442832110947
34,1.5521429959544248,0.19323513030592648,1.5475696555365244,-0.042136560234678
35,3.19299037727797,0.6948217552600711,1.8436018003130217,-0.016593152806003153
36,3.3765624307053614,-0.11667980246031051,0.895571950420941,0.2258295539433588
